city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,distance_cathedral,distance_train_station,description,contact
Vilnius, Žvėrynas, Traidenio g., 4 kambarių butas,10945,52,53,690000,5036,,,137.0,4,5,6,1989,,Blokinis,Dujinis,Įrengtas,,,Butas per kelis aukštus,Rūsys Vieta automobiliui Drabužinė,Dušo kabina Vonia,Šarvuotos durys Kodinė laiptinės spyna,,10,280,170,350,,,,12.0,14.5,2.5,4,"NAUJA KAINA
""Stilingas būstas šalia Vingio parko""

Prestižiniame Žvėryno rajone, šalia Vingio parko, išskirtinės architektūros name parduodamas stilingai įrengtas keturių kambarių butas.

Parduodami apartamentai yra išsidėstę viršutiniuose - penktame ir šeštame namo aukštuose. Pirmajame buto lygyje suplanuotas holas, svetainė sujungta su virtuve, vonios kambarys bei drabužinės. Pakilus į antrąjį buto aukštą rasime pagrindinį miegamąjį su drabužine, vaiko kambarį bei darbo kambarį, kuris, esant poreikiui, gali virsti dar vienu miegamuoju.

Parduodamas būstas yra labai jaukus, šviesus, pasižymi dideliais ir kokybiškais langais. Apartamentai buvo naujai ir kokybiškai įrengti prieš keletą metų, tad jų būklė puiki.

Butui priklauso didelis 18 kv.m rūsys bei viena automobilio parkavimo vieta uždarame kieme.

Parduodama su integruotais baldais ir integruota buitine technika.",+370 687 22220
Vilnius, Antakalnis, Tverečiaus g., 2 kambarių butas,24571,158,165,115000,3026,,,38.0,2,4,5,1965,,Mūrinis,Centrinis,Įrengtas,,,,,,,,320,260,230,210,3,,,19.5,27.0,4.5,7,"Parduodamas šviesus ir jaukus 2-jų izoliuotų kambarių butas, mūriniame name, ramioje Tverečiaus g. Antakalnyje. Butas tvarkingas, galima iš karto gyventi. Yra įstiklintas balkonas, butui priklauso rūsys.
Suremontuotas vonios kambarys. Puikus privažiavimas prie namo, pakanka vietos automobilio parkavimui kieme. Gerai išvystyta infrastrūktūra - šalia prekybos centrai, mokykla, darželis. Netoli miesto centras - patogus susisiekimas su kitais miesto rajonais.
Šildymas centrinis - nedidelės išlaidos žiemą. Namą administruoja bendrija. Tvarkinga laiptinė. Šalia namo vaikų žaidimo aikštelė.

Parduodama be tarpininkų!",+37066393109
Vilnius, Fabijoniškės, Liongino Baliukevičiaus-Dzūko g., 6 kambarių butas,11967,55,50,450000,1928,,,233.38,6,1,3,"1993 statyba, 2011 renovacija",,Monolitinis,Dujinis,Įrengtas,,,Internetas Aukštos lubos Butas per kelis aukštus Kabelinė televizija,Balkonas Terasa Rūsys Drabužinė,Su baldais Kondicionierius Skalbimo mašina Vonia,Šarvuotos durys Signalizacija,,490,490,100,370,2,123,19.23,25.5,29.0,7.7,9.2,"Fabijoniškių mikrorajone, L. Giros g. parduodamas puikaus stovio namas/kotedžas su nuosavu 3,17 a. sklypu. Sklypas pilnai aptvertas ir apželdintas - visiškas privatumas pačiame mieste!
BENDRA INFORMACIJA:
- Namo statybos metai: 1993 m.;
- Renovuotas namas;
- Šiemet naujai pakeistas stogas;
- Namo tipas: monolitas;
- Bendras plotas: 233,38 kv.m. (+ garažas 27 kv.m. + rūsys esantis po garažu);
- Kambarių skaičius: 6;
- Aukštų skaičius: 3 ( + rūsys );
- Šildymo tipas: dujomis (rūsyje ir pirmame aukšte - grindinis, antrame ir trečiame aukšte - radiatoriai;
PRIVALUMAI:
- Grindinis šildymas reguliuojamas zonomis;
- Kiekviename vonios kambaryje yra išvedžiotas elektrinis grindinis šildymas;
- Kondicionieriai (pirmame ir antrame aukšte);
- Įrengtos vandens filtravimo ir minkštinimo sistemos;
- Visame kotedže išvedžiota rekuperacijos sistema;
- Įmontuota garso aparatūra ,,BOSE“ rūsyje ir pirmame aukšte;
- Palydovinė televizija;
- Yra pirtis;
- Bendruomeniška ir iniciatyvi kaimynystė;
- Namas patogiai išplanuotas, moderniai įrengtas;
- Trys erdvūs balkonai;
- Domofonas su video funkcija:
- Paskutinis namas gatvėje (akligatvis);
- Patogus ir greitas susisiekimas su Vilniaus miestu.
GERBŪVIS:
- Atskiras garažo pastatas kieme (įvažiavimas iš vidinės gatvės, išėjimas į vidinį kiemą);
- Taisyklingas 3,17 arų sklypas (aptvertas tvora bei apželdintas tujomis, nesigirdi gatvės triukšmo, nesimato kaimynų, visiškai privatus kiemas);
- Dalis kiemo grįsta trinkelėmis;
- Automatiškai išsiskleidžiantis tentas (pavėsine);
- Žolės laistymo sistema kieme;
- Automatiniai vartai į kiemą bei garažą;
IŠPLANAVIMAS:
Pirmas aukštas:
- 32 kv. m. svetainė;
- 19 kv. m. virtuvė;
- 13,79 kv. m. koridorius;
- 3,15 kv. m. sanmazgas;
- 1,98 kv. m. tambūras;
- terasa;
Antras aukštas:
- 30,39 kv. m. miegamasis su sanmazgu (dušas + WC);
- 20,44 kv. m. kambarys;
- 8,44 kv. m. koridorius;
- 5,04 kv. m. sanmazgas ir džiakuzi;
- balkonas;
Trečias aukštas:
- 31,65 kv. m. svečių kambarys;
- 10,90 kv. m. kabinetas;
- 1,35 kv. m. patalpa;
Cokolinis aukštas:
- 32 kv. m. biliardinė;
- 16 kv. m. pirtis;
- 4,26 kv. m. katilinė,
- 7,37 kv. m. laiptinė;
- 4,29 kv. m. koridorius;
- 5,04 kv. m. WC,
- 1,86 kv. m. patalpa;
VIETA:
- Išvystyta namų gyvenvietė, sparčiai modernizuojama;
- Apšviestos ir asfaltuotos gatvės;
- Saugi aplinka;
SUSISIEKIMAS:
~ 8,6 km iki Vilniaus miesto centro;
~ 600 m iki artimiausios parduotuvės;
~ 800 m iki Prekybos centro „Mandarinas“;
~ 800 m iki artimiausios mokyklos;
~ 300 m iki artimiausio darželio;
~ 100 m iki artimiausios autobusų stotelės. Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!",+370 637 07311
Vilnius, Naujininkai, Kapsų g., 1 kambario butas,9905,112,18,5934,161,8,,36.79,1,2,2,1958,,Mūrinis,Kita,Kita,,,Varžytynės/aukcionas,,,,,130,100,240,80,,,,22.0,7.5,5.3,2,"VILNIAUS MIESTO SAVIVALDYBĖ VIEŠO AUKCIONO BŪDU PARDUODA NEKILNOJAMĄJĮ TURTĄ (toliau – turtas)
Negyvenamoji patalpa – neįrengta pastogė (unikalus Nr. 4400-0077-9606:3883, 3679/22709 dalys iš 227,09 kv. m, pastatas mūrinis, pažymėjimas plane 1A2/p); Kapsų g. 8, Vilnius
TURTO NAUDOJIMO SĄLYGA. Patalpa yra gyvenamajame name, kuris nėra įrašytas į Kultūros vertybių registrą, tačiau yra valstybės saugomos
nekilnojamosios kultūros vertybės – Vilniaus senamiesčio, paskelbto kultūros paminklu (unikalus kodas – 16073) vizualinės apsaugos pozonio teritorijoje. Kultūros paveldo objektų naudojimas ir tvarkymas bei kitų statinių, esančių jo teritorijoje statybos (remonto, rekonstrukcijos) darbai reglamentuojami Lietuvos Respublikos nekilnojamojo kultūros paveldo apsaugos įstatymu bei kitais teisės aktais.
PASTABA. Patalpos parduodamos esamos būklės.
Pradinė pardavimo kaina – 5934 €.
Mažiausias kainos didinimo intervalas – 59 €.
Aukciono dalyvio garantinis įnašas – 593 €.
Aukciono dalyvio registravimo mokestis – 70 €.
Turto apžiūra 2025-11-06 9.00 val. ir 2025-11-13 9.00 val. Apžiūros laiką suderinti su darbuotoju, atsakingu už turto apžiūrą: Gražina Fetiskina, vyresn. specialistė, tel. 0 671 85451, el. paštas grazina.fetiskina@vilnius.lt arba Fausta Adomaitytė – Bružienė, vyresn. specialistė, tel. (0 5) 211 2671, el. paštas fausta.adomaityte@vilnius.lt
Registracijos pradžia 2025-11-17, 0.00 val., pabaiga 2025-11-19, 23.59 val.
Aukcionai vykdomi informacinių technologijų priemonėmis interneto svetainėje http://www.evarzytynes.lt/.
Aukciono pradžia 2025-11-24, 9.00 val., pabaiga 2025-11-25, 13.59 val.
Aukciono dalyvio garantinis įnašas ir registravimo mokestis turi būti sumokėti iki dokumentų pateikimo registruoti (mokėti į Vilniaus miesto savivaldybės administracijos (kodas 188710061), sąskaitą LT63 7044 0600 0123 5132, AB SEB banke, banko kodas 70440).
Nekilnojamojo turto pirkimo-pardavimo sutartis su aukciono laimėtoju turi būti sudaryta per 30 dienų nuo pardavimo aukcione vykdymo dienos, o visa nekilnojamojo turto kaina sumokėta ne vėliau kaip per 10 dienų po nekilnojamojo turto pirkimo-pardavimo sutarties pasirašymo.
Darbuotoja atsakinga už informacijos teikimą: Nekilnojamojo turto skyriaus vyr. specialistė Ramūnė Abukauskienė, tel. (0 5) 211 2711, 211 2705, el. paštas ramune.abukauskiene@vilnius.lt.
Informaciją dėl sutarčių projektų teikia Teisės grupės patarėja Vilma Jūrienė, tel. (0 5) 211 2002.
Daugiau Savivaldybės skelbimų rasite portale realu.lt",+370 521 12711
Vilnius, Naujamiestis, Panerių g., 1 kambario butas,22028,248,87,11376,276,15,16A,41.18,1,3,3,1940,,Mūrinis,Kita,Kita,,,Varžytynės/aukcionas,,,,,330,140,320,330,14,15.73,23.53,14.5,4.5,3,1.2,"VILNIAUS MIESTO SAVIVALDYBĖ VIEŠO AUKCIONO BŪDU PARDUODA NEKILNOJAMĄJĮ TURTĄ (toliau – turtas)
Negyvenamoji patalpa – neįrengta pastogė (unikalus Nr. 4400-0333-3271:2604, 4118/15010 dalys iš 150,10 kv. m, pastatas mūrinis, pažymėjimas plane 1A3/p); Panerių g. 15-16A, Vilnius
TURTO NAUDOJIMO SĄLYGA. Pastatas nėra įrašytas į Kultūros vertybių registrą, tačiau yra nekilnojamosios kultūros vertybės – Vilniaus miesto istorinė dalis, vad. Naujamiesčiu (unikalus kodas 33653), Vilniaus senojo miesto ir priemiesčių archeologinė vietovė (unikalus kodas 25504) teritorijoje, valstybės saugomos nekilnojamosios kultūros vertybės – Vilniaus senamiesčio, paskelbto kultūros teritorijoje ir valstybės saugomos nekilnojamosios kultūros vertybės - Vilniaus senamiesčio, paskelbto kultūros paminklu (unikalus kodas 16073) vizualinės apsaugos pozonio teritorijoje. Kultūros paveldo objektų naudojimas ir tvarkymas bei kitų statinių, esančių jo teritorijoje statybos (remonto, rekonstrukcijos) darbai reglamentuojami Lietuvos Respublikos nekilnojamojo kultūros paveldo apsaugos įstatymu bei kitais teisės aktais.
PASTABA. Patalpos parduodamos esamos būklės.
Pradinė pardavimo kaina – 11376 €.
Mažiausias kainos didinimo intervalas – 113 €.
Aukciono dalyvio garantinis įnašas – 1137 €.
Aukciono dalyvio registravimo mokestis – 70 €.
Turto apžiūra 2025-11-07 10.30 val. ir 2025-11-14 10.30 val. Apžiūros laiką suderinti su darbuotoju, atsakingu už turto apžiūrą: Gražina Fetiskina, vyresn. specialistė, tel. 0 671 85451, el. paštas grazina.fetiskina@vilnius.lt arba Fausta Adomaitytė – Bružienė, vyresn. specialistė, tel. (0 5) 211 2671, el. paštas fausta.adomaityte@vilnius.lt
Registracijos pradžia 2025-11-17, 0.00 val., pabaiga 2025-11-19, 23.59 val.
Aukcionai vykdomi informacinių technologijų priemonėmis interneto svetainėje http://www.evarzytynes.lt/.
Aukciono pradžia 2025-11-24, 9.00 val., pabaiga 2025-11-25, 13.59 val.
Aukciono dalyvio garantinis įnašas ir registravimo mokestis turi būti sumokėti iki dokumentų pateikimo registruoti (mokėti į Vilniaus miesto savivaldybės administracijos (kodas 188710061), sąskaitą LT63 7044 0600 0123 5132, AB SEB banke, banko kodas 70440).
Nekilnojamojo turto pirkimo-pardavimo sutartis su aukciono laimėtoju turi būti sudaryta per 30 dienų nuo pardavimo aukcione vykdymo dienos, o visa nekilnojamojo turto kaina sumokėta ne vėliau kaip per 10 dienų po nekilnojamojo turto pirkimo-pardavimo sutarties pasirašymo.
Darbuotoja atsakinga už informacijos teikimą: Nekilnojamojo turto skyriaus vyr. specialistė Ramūnė Abukauskienė, tel. (+370 5) 211 2711, 211 2705, el. paštas ramune.abukauskiene@vilnius.lt.
Informaciją dėl sutarčių projektų teikia Teisės grupės patarėja Vilma Jūrienė, tel. (.
Skelbimas įkeltas ir portale: realu.lt",+370 521 12711
Vilnius, Šnipiškės, Krokuvos g., 1 kambario butas,6513,52,10,50000,1749,,,28.59,1,1,1,1940,,Medinis,Kita,Neįrengtas,,,,,,,,30,480,260,230,3,,,9.5,16.0,1.8,4,"Parduodamas 27,77 kv.m. butas labai patogioje miesto dalyje Krokuvos g.,patogus susisiekimas su visais Vilniaus mikrorajonais tiek nusavu, tiek visuomeniniu transportu,tai pat pėsčiomis per kelias minutes galima pasiekti miesto centrą,centrinę Kalvarijų turgavietę,aplinkui išsidėsčiusius prekybos centrus.Butui priklauso 0,54 aro žemės sklypas.",+370 663 97683
Vilnius, Pilaitė, Piliakalnio g., 1 kambario butas,13185,68,11,34801,971,12,5,35.83,1,1,1,1940,,Mūrinis,Kietu kuru,Kita,,,Varžytynės/aukcionas,,,,,540,790,280,540,0,10.43,16.23,35.0,33.5,7.4,10.9,"VILNIAUS MIESTO SAVIVALDYBĖ VIEŠO AUKCIONO BŪDU PARDUODA NEKILNOJAMĄJĮ TURTĄ (toliau – turtas)
Butas (unikalus Nr. 4194-0318-3014:0005, 35,83 kv. m, 1 aukšto mūriniame gyvenamajame name, pažymėtas plane 1A1p); Piliakalnio g. 12-5,
Vilnius
TURTO NAUDOJIMO SĄLYGA. Pastatas Piliakalnio g. 12 yra nekilnojamosios kultūros vertybės - Pilaitės dvaro sodybos (unikalus kodas Kultūros vertybių registre 914) - Antra oficina (unikalus kodas Kultūros vertybių registre 36347). Kultūros paveldo objektų naudojimas ir tvarkyba bei kitų statinių, esančių kultūros paveldo teritorijose, kultūros paveldo vietovėse, kultūros paveldo objektų ar vietovių apsaugos zonose statybos darbai reglamentuojami Lietuvos Respublikos nekilnojamojo kultūros paveldo apsaugos įstatymu, Lietuvos Respublikos statybos įstatymu bei kitais teisės aktais.
PASTABA. Patalpos parduodamos esamos būklės.
Pradinė pardavimo kaina – 34801 €.
Mažiausias kainos didinimo intervalas – 348 €.
Aukciono dalyvio garantinis įnašas – 3480 €.
Aukciono dalyvio registravimo mokestis – 145 €.
Turto apžiūra 2025-11-05 14.00 val. ir 2025-11-10 14.00 val. Apžiūros laiką suderinti su darbuotoju, atsakingu už turto apžiūrą: Pilaitės seniūnijos vyr. specialistas Audrius Urbonavičius, mob. 0 613 16125, el. paštas audrius.urbonavicius@vilnius.lt
Registracijos pradžia 2025-11-17, 0.00 val., pabaiga 2025-11-19, 23.59 val.
Aukcionai vykdomi informacinių technologijų priemonėmis interneto svetainėje http://www.evarzytynes.lt/.
Aukciono pradžia 2025-11-24, 9.00 val., pabaiga 2025-11-25, 13.59 val.
Aukciono dalyvio garantinis įnašas ir registravimo mokestis turi būti sumokėti iki dokumentų pateikimo registruoti (mokėti į Vilniaus miesto savivaldybės
administracijos (kodas 188710061), sąskaitą LT63 7044 0600 0123 5132, AB SEB banke, banko kodas 70440).
Nekilnojamojo turto pirkimo–pardavimo sutartis su aukciono laimėtoju turi būti sudaryta per 30 dienų nuo pardavimo aukcione vykdymo dienos, o visa
nekilnojamojo turto kaina sumokėta ne vėliau kaip per 10 dienų po nekilnojamojo turto pirkimo–pardavimo sutarties pasirašymo.
Darbuotoja atsakinga už informacijos teikimą: Nekilnojamojo turto skyriaus vyr. specialistė Ramūnė Abukauskienė, tel. (8 5) 211 2711, 211 2705, el. paštas ramune.abukauskiene@vilnius.lt.
Informaciją dėl sutarčių projektų teikia Teisės grupės patarėja Vilma Jūrienė, tel. (.",+370 521 12711
Vilnius, Fabijoniškės, P. Žadeikos g., 4 kambarių butas,6995,39,32,159000,1939,9,,82.0,4,9,13,1990,,Monolitinis,Centrinis,Įrengtas,,,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Sandėliukas Balkonas Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,,400,430,110,240,1,,,25.5,28.0,7.5,9,"Parduodamas erdvus 4 k. butas Fabijoniškėse, P.Žadeikos g.
Bute prieš kelis metus atliktas remontas.
Sienos: išlygintos, dažytos.
Grindys: lamintas. Koridoridoriuje, virtuvėje, san. mazguose - plytelės.
Įrengtos įtempiamos lubos.
Kokybiški plastikiniai trijų stiklų langai (paketai su dviem oro tarpais).
Yra du įstiklinti balkonai.
Erdvus sandėliukas (tamsusis kambarys).

Name yra du liftai, vienas iš jų - didelis, krovininis.
Pro langus atsiveria vaizdinga miesto panorama.
.",+370 610 07515
Vilnius, Antakalnis, Smėlio g., 1 kambario butas,2709,55,5,9567,399,23,,23.96,1,4,4,1959,,Mūrinis,Kita,Kita,,,Varžytynės/aukcionas,,,,,210,160,130,180,,,,13.0,23.0,3.1,5.6,"VILNIAUS MIESTO SAVIVALDYBĖ VIEŠO AUKCIONO BŪDU PARDUODA NEKILNOJAMĄJĮ TURTĄ (toliau – turtas)
Negyvenamoji patalpa – neįrengta pastogė (unikalus Nr. 4400-0451-8950:3107, 2396/37543 dalys iš 375,43 kv. m, pastatas mūrinis, pažymėjimas plane 1A4p); Smėlio g. 23, Vilnius
TURTO NAUDOJIMO SĄLYGA. Patalpos yra pastate, kuris nėra įrašytas į Kultūros vertybių registrą, tačiau yra valstybės saugomos nekilnojamosios kultūros vertybės – Vilniaus senamiesčio, paskelbto kultūros paminklu (unikalus kodas -16073) vizualinės apsaugos pozonio teritorijoje. Kultūros paveldo objektų naudojimas ir tvarkymas bei kitų statinių, esančių jo teritorijoje statybos (remonto, rekonstrukcijos) darbai reglamentuojami Lietuvos Respublikos nekilnojamojo kultūros paveldo apsaugos įstatymu bei kitais teisės aktais.
TURTO PARDAVIMO SĄLYGA. Patalpos parduodamos esamos fizinės ir funkcinės būklės bei pagal esamus nekilnojamojo turto kadastro duomenis.
Neįrengtos pastogės patalpos atidalintos, patalpų kadastriniai matavimai po atidalinimo neatlikti ir neįregistruoti Nekilnojamojo turto registre ir kadastre. Savivaldybė neįsipareigoja nustatyti aktualios nekilnojamojo turto kadastro duomenų būklės.
Pradinė pardavimo kaina – 9567 €.
Mažiausias kainos didinimo intervalas – 95 €.
Aukciono dalyvio garantinis įnašas – 956 €.
Aukciono dalyvio registravimo mokestis – 70 €.
Turto apžiūra 2025-11-07 9.00 val. ir 2025-11-14 9.00 val. Aurelija Snieškienė, vyr. specialistė, tel. (0 5) 211 2668, 0 678 13389, el. paštas aurelija.snieskiene@vilnius.lt arba Eglė Barcienė, vyr. specialistė, mob. tel. 0 664 56 039, el. paštas egle.barciene@vilnius.lt.
Registracijos pradžia 2025-11-17, 0.00 val., pabaiga 2025-11-19, 23.59 val.
Aukcionai vykdomi informacinių technologijų priemonėmis interneto svetainėje http://www.evarzytynes.lt/.
Aukciono pradžia 2025-11-24, 9.00 val., pabaiga 2025-11-25, 13.59 val.
Aukciono dalyvio garantinis įnašas ir registravimo mokestis turi būti sumokėti iki dokumentų pateikimo registruoti (mokėti į Vilniaus miesto savivaldybės administracijos (kodas 188710061), sąskaitą LT63 7044 0600 0123 5132, AB SEB banke, banko kodas 70440).
Nekilnojamojo turto pirkimo-pardavimo sutartis su aukciono laimėtoju turi būti sudaryta per 30 dienų nuo pardavimo aukcione vykdymo dienos, o visa nekilnojamojo turto kaina sumokėta ne vėliau kaip per 10 dienų po nekilnojamojo turto pirkimo-pardavimo sutarties pasirašymo.
Darbuotoja atsakinga už informacijos teikimą: Nekilnojamojo turto skyriaus vyr. specialistė Ramūnė Abukauskienė, tel. (0 5) 211 2711, 211 2705, el. paštas ramune.abukauskiene@vilnius.lt.
Informaciją dėl sutarčių projektų teikia Teisės grupės patarėja Vilma Jūrienė, tel. (0 5) 211 2002.",+370 521 12711
Vilnius, Senamiestis, V. Šopeno g., 1 kambario butas,3165,31,10,155824,459,3,16,339.64,1,4,4,1897,,Mūrinis,Kita,Kita,,,Varžytynės/aukcionas,,,,,230,50,170,80,24,13.93,22.63,11.5,1.5,2.6,0.2,"VILNIAUS MIESTO SAVIVALDYBĖ VIEŠO AUKCIONO BŪDU PARDUODA NEKILNOJAMĄJĮ TURTĄ (toliau – turtas)
Negyvenamoji patalpa – neįrengta pastogė (unikalus Nr. 4400-3830-7225:6003, 702/1000 dalys iš 483,83 kv. m, keturių aukštų mūrinis pastatas,
pažymėjimas plane 1A4/p); V. Šopeno g. 3-16, Vilnius
TURTO NAUDOJIMO SĄLYGA. Patalpos yra pastate, kuris yra valstybės saugoma nekilnojamoji kultūros vertybė – Nuomojamas namas (unikalus kodas – 12595). Kultūros paveldo objektų naudojimas ir tvarkymas bei kitų statinių, esančių jo teritorijoje statybos (remonto, rekonstrukcijos) darbai reglamentuojami Lietuvos Respublikos nekilnojamojo kultūros paveldo apsaugos įstatymu bei kitais teisės aktais.
TURTO PARDAVIMO SĄLYGA. Patalpos parduodamos esamos fizinės ir funkcinės būklės bei pagal esamus nekilnojamojo turto kadastro duomenis.
Pradinė pardavimo kaina – 155824 €.
Mažiausias kainos didinimo intervalas – 1558 €.
Aukciono dalyvio garantinis įnašas – 15582 €.
Aukciono dalyvio registravimo mokestis – 145 €.
Turto apžiūra 2025-11-06 14.00 val. ir 2025-11-13 14.00 val. Apžiūros laiką suderinti su darbuotoju, atsakingu už turto apžiūrą: Gražina Fetiskina, vyresn. specialistė, tel. 0 671 85451, el. paštas grazina.fetiskina@vilnius.lt arba Fausta Adomaitytė – Bružienė, vyresn. specialistė, tel. (0 5) 211 2671, el. paštas fausta.adomaityte@vilnius.lt
Registracijos pradžia 2025-11-17, 0.00 val., pabaiga 2025-11-19, 23.59 val.
Aukcionai vykdomi informacinių technologijų priemonėmis interneto svetainėje http://www.evarzytynes.lt/.
Aukciono pradžia 2025-11-24, 9.00 val., pabaiga 2025-11-25, 13.59 val.
Aukciono dalyvio garantinis įnašas ir registravimo mokestis turi būti sumokėti iki dokumentų pateikimo registruoti (mokėti į Vilniaus miesto savivaldybės administracijos (kodas 188710061), sąskaitą LT63 7044 0600 0123 5132, AB SEB banke, banko kodas 70440).
Nekilnojamojo turto pirkimo-pardavimo sutartis su aukciono laimėtoju turi būti sudaryta per 30 dienų nuo pardavimo aukcione vykdymo dienos, o visa nekilnojamojo turto kaina sumokėta ne vėliau kaip per 10 dienų po nekilnojamojo turto pirkimo-pardavimo sutarties pasirašymo.
Darbuotoja atsakinga už informacijos teikimą: Nekilnojamojo turto skyriaus vyr. specialistė Ramūnė Abukauskienė, tel. (0 5) 211 2711, 211 2705, el. paštas ramune.abukauskiene@vilnius.lt.
Informaciją dėl sutarčių projektų teikia Teisės grupės patarėja Vilma Jūrienė, tel. (0 5) 211 2002.",+370 521 12711
Vilnius, Šnipiškės, Kalvarijų g., 2 kambarių butas,2708,33,4,83787,1210,45,9,69.25,2,1,1,1940,,Medinis,Kietu kuru,Kita,,,Varžytynės/aukcionas,,,,,100,470,180,140,8,19.53,25.93,9.5,15.5,1.8,4,"VILNIAUS MIESTO SAVIVALDYBĖ VIEŠO AUKCIONO BŪDU PARDUODA NEKILNOJAMĄJĮ TURTĄ (toliau – turtas)
Butas (unikalus Nr. 1094-0145-8018:0006, 69,25 kv. m, vieno aukšto medinio pastato pirmame aukšte, pažymėjimas plane 1A1m); Kalvarijų g. 45-9, Vilnius
TURTO NAUDOJIMO SĄLYGA. Patalpos yra pastate, kuris nėra įrašytas į Kultūros vertybių registrą, tačiau yra valstybės saugomos nekilnojamosios kultūros vertybės – Vilniaus senamiesčio, paskelbto kultūros paminklu (unikalus kodas – 16073) vizualinės apsaugos pozonio teritorijoje. Kultūros paveldo objektų naudojimas ir tvarkymas bei kitų statinių, esančių jo teritorijoje statybos (remonto, rekonstrukcijos) darbai reglamentuojami Lietuvos Respublikos nekilnojamojo kultūros paveldo apsaugos įstatymu bei kitais teisės aktais.
TURTO PARDAVIMO SĄLYGA. Patalpos parduodamos esamos fizinės ir funkcinės būklės bei pagal esamus nekilnojamojo turto kadastro duomenis.
Pradinė pardavimo kaina – 83787 €.
Mažiausias kainos didinimo intervalas – 837 €.
Aukciono dalyvio garantinis įnašas – 8378 €.
Aukciono dalyvio registravimo mokestis – 145 €.
Turto apžiūra 2025-11-06 13.15 val. ir 2025-11-13 13.15 val. Apžiūros laiką suderinti su darbuotoju, atsakingu už turto apžiūrą: Šnipiškių seniūnijos vyresnysis specialistas Audrius Kazakevičius, tel. (0 5) 211 2722, mob. 0 648 02186, el. paštas audrius.kazakevicius@vilnius.lt.
Registracijos pradžia 2025-11-17, 0.00 val., pabaiga 2025-11-19, 23.59 val.
Aukcionai vykdomi informacinių technologijų priemonėmis interneto svetainėje http://www.evarzytynes.lt/.
Aukciono pradžia 2025-11-24, 9.00 val., pabaiga 2025-11-25, 13.59 val.
Aukciono dalyvio garantinis įnašas ir registravimo mokestis turi būti sumokėti iki dokumentų pateikimo registruoti (mokėti į Vilniaus miesto savivaldybės administracijos (kodas 188710061), sąskaitą LT63 7044 0600 0123 5132, AB SEB banke, banko kodas 70440).
Nekilnojamojo turto pirkimo-pardavimo sutartis su aukciono laimėtoju turi būti sudaryta per 30 dienų nuo pardavimo aukcione vykdymo dienos, o visa nekilnojamojo turto kaina sumokėta ne vėliau kaip per 10 dienų po nekilnojamojo turto pirkimo-pardavimo sutarties pasirašymo.
Darbuotoja atsakinga už informacijos teikimą: Nekilnojamojo turto skyriaus vyr. specialistė Ramūnė Abukauskienė, tel. (0 5) 211 2711, 211 2705, el. paštas ramune.abukauskiene@vilnius.lt.
Informaciją dėl sutarčių projektų teikia Teisės grupės patarėja Vilma Jūrienė, tel. (0 5) 211 2002.",+370 521 12711
